District,rep_party_2012,GOP2012,DEM2012,GOP_spend_dif_2012,GOP2012_percent,DEM2012_percent,GOP_margin_2012,open_seat_2012,winning_party_2012,rep_party_2014,GOP2014,DEM2014,GOP_spend_dif_2014,GOP2014_percent,DEM2014_percent,GOP_margin_2014,open_seat_2014,winning_party_2014,rep_party_2016,GOP2016,DEM2016,GOP_spend_dif_2016,GOP2016_percent,DEM2016_percent,GOP_margin_2016,open_seat_2016,winning_party_2016,rep_party_2018,GOP2018,DEM2018,GOP_spend_dif_2018,GOP2018_percent,DEM2018_percent,GOP_margin_2018,open_seat_2018,winning_party_2018,COOK_PVI,white,black,latino,asian and pacific island,native,other,bach degree or higher among 25up,whiteBA,median_income,noncollege_white,PRES_GOP_MARGIN_2016,PRES_GOP_MARGIN_2012,PRES_GOP_MARGIN_2008,CITYLAB_CDI
MI12,D,22954.67,1100297.81,-1077343.14,29.9,70.1,-40.2,,D,Open-Used to be Dem,47906.19,2061391.35,-2013485.16,,65,-65,,D,D,20073,1056245.1,-1036172.1,29.3,64.3,-35,,D,DEM,21714,1205346,-1183632,31.8,68.2,-36.4,0,D,-14,80,10.3,4.3,3.1,0.3,2.1,34,34,55506,52.7,-26.35,-33.43,-35.52,Dense suburban
MI13,D,0,993315.78,-993315.78,14.1,85.9,-71.8,,D,D,0,833998.91,-833998.91,,79.5,-79.5,,D,D,0,637354.61,-637354.61,15.7,77.1,-61.4,,D,DEM,0,1463894,-1463894,15.4,84.6,-69.2,1,D,-33,37.3,56.6,3.5,0.7,0.4,1.4,14.7,16.9,33995,30.8,-60.67,-70.87,-70.65,Dense suburban
MI14,D,471498,1889267.89,-1417769.89,16,84,-68,,D,Open-Used to be Dem,0,690886.65,-690886.65,,77.8,-77.8,,D,D,0,725313.92,-725313.92,18.7,78.5,-59.8,,D,DEM,0,561530,-561530,19.2,80.8,-61.6,0,D,-30,33.5,58.8,2.9,2.6,0.3,2,30.8,48.5,42695,17.2,-60.93,-62.36,-65.11,Dense suburban
MN1,D,640588.03,1936988.56,-1296400.53,42.4,57.6,-15.2,,D,D,239529.77,1559681.97,-1320152.2,,54.2,-54.2,,D,D,372382.23,1610108.27,-1237726.04,49.6,50.3,-0.7,,D,GOP,8661001.03,12699677.69,-4038676.66,50.2,49.8,0.4,0,R,5,92.8,1.9,2.7,1.6,0.2,0.8,28,29,60424,65.8,14.91,-1.35,-4.14,Rural-suburban mix
MN2,R,1957631.51,784421.81,1173209.7,54.1,45.9,8.2,,R,R,3226366.88,933331.9,2293034.98,,38.9,-38.9,,D,Open-Used to be GOP,3628691.94,8062967.54,-4434275.6,47,45.2,1.8,,R,DEM,5936517.94,11233060.77,-5296542.83,47.2,52.8,-5.6,0,D,2,88.7,3.3,2.8,3.5,0.4,1.3,38.5,40,80128,53.2,1.2,-0.06,-2.88,Sparse suburban
MN3,R,2567483.39,397940.49,2169542.9,58.2,41.8,16.4,,R,R,2695111.36,167531.89,2527579.47,,37.8,-37.8,,D,R,7398653.64,5842924.76,1555728.88,56.7,43,13.7,,R,DEM,11726417.38,12009288.01,-282870.63,44.3,55.7,-11.4,0,D,-1,86.8,4.9,1.9,4.8,0.2,1.3,49,51.1,84689,42.4,-9.46,-0.82,-3.66,Sparse suburban
MN4,D,68015.91,942684.05,-874668.14,33.6,66.4,-32.8,,D,D,130281.97,740086.05,-609804.08,,61.2,-61.2,,D,D,62633.03,966856.3,-904223.27,34.4,57.8,-23.4,,D,DEM,25825,905291.59,-879466.59,34,66,-32,0,D,-14,78.6,7.6,3.7,7.6,0.5,2,42.2,47.9,66175,40.9,-30.97,-26.99,-27.09,Dense suburban
MN5,D,357683.14,2160553.78,-1802870.64,25.3,74.7,-49.4,,D,D,39018.76,1984754.12,-1945735.36,,70.8,-70.8,,D,D,0,2472467.93,-2472467.93,22.3,69.1,-46.8,,D,DEM,25208,1019050.18,-993842.18,21.8,78.2,-56.4,0,D,-26,75.5,13.3,3.3,4.1,1,2.7,44.5,53.1,59115,35.4,-55.24,-49.51,-48.94,Urban-suburban mix
MN6,R,25708337.25,2605667.15,23102670.1,50.6,49.4,1.2,,R,Open-Used to be GOP,2037468.22,221219.02,1816249.2,,38.4,-38.4,,D,R,1772564.84,0,1772564.84,65.6,34.3,31.3,,R,GOP,2142777.78,81175.08,2061602.7,61.2,38.8,22.4,0,R,12,93.6,1.6,1.5,1.8,0.4,1.1,29.5,29.7,77049,65.8,25.67,14.95,11.47,Rural-suburban mix
MN7,D,647400.02,1497202.12,-849802.1,36.6,63.4,-26.8,,D,D,5752390.44,5492533.49,259856.95,,54.2,-54.2,,D,D,19783.84,702456.19,-682672.35,47.4,52.5,-5.1,,D,DEM,271667,1442099.66,-1170432.66,47.9,52.1,-4.2,0,D,12,93.4,0.6,2.2,0.5,2.3,1,21.8,22.5,52620,72.4,30.76,9.73,3.24,Pure rural
MN8,R,6253873.67,5987358.97,266514.7,45.5,54.5,-9,,D,D,7549449.06,8580519.4,-1031070.34,,48.5,-48.5,,D,D,10697909.71,10953101.31,-255191.6,49.6,50.2,-0.6,,D,GOP,8794052.09,5085298.68,3708753.41,54.8,45.2,9.6,1,R,4,94,0.9,1.1,0.5,2.2,1.3,23,23.5,53676,71.9,15.62,-5.48,-8.5,Pure rural
MS1,R,1435744.81,215700.45,1220044.36,62.1,37.9,24.2,,R,R,766958.12,4174,762784.12,,28.9,-28.9,,D,R,950930.06,0,950930.06,68.7,27.9,40.8,,R,GOP,1921.11,0,1921.11,67.7,32.3,35.4,0,R,16,70.9,26.5,1.5,0.5,0.1,0.5,20.7,22.7,43194,54.8,32.96,24.86,25.88,Pure rural
MS2,D,25927,1765171.7,-1739244.7,31.6,68.4,-36.8,,D,D,0,0,0,,67.7,-67.7,,D,D,0,1029507.38,-1029507.38,29.1,67.1,-38,,D,DEM,0,962321,-962321,28.2,71.8,-43.6,0,D,-14,34.2,63.5,1.2,0.4,0.3,0.4,19.3,25,34392,25.7,-28.42,-33.34,-28.98,Pure rural
MS3,R,0,0,0,100,0,100,,R,R,804135.65,0,804135.65,,27.9,-27.9,,D,R,1153288.68,0,1153288.68,66.2,30.4,35.8,,R,GOP,904978,34046,870932,63.7,36.3,27.4,1,R,13,63,34,1.1,0.6,0.8,0.5,25.9,31.5,45115,43.1,24.52,20.94,22.44,Pure rural
MS4,R,710191.02,7676,702515.02,69,31,38,,R,R,1180696.21,0,1180696.21,,24.3,-24.3,,D,R,609274.42,61077.05,548197.37,65,27.8,37.2,,R,GOP,721820.43,147259,574561.43,70.7,29.3,41.4,0,R,21,73,22.3,2.3,1.1,0.3,1,21.1,23.5,45192,55.8,41.14,36.36,36.87,Rural-suburban mix
MO1,D,7907.79,991857.04,-983949.25,18.5,81.5,-63,,D,D,0,384886.95,-384886.95,,73,-73,,D,D,0,738018.68,-738018.68,20,75.5,-55.5,,D,DEM,0,692767,-692767,19.9,80.1,-60.2,0,D,-29,46.8,47.8,1.8,1.7,0.2,1.8,31.8,43.4,45172,26.4,-58.19,-60.97,-61.68,Dense suburban
MO2,Open Post-Redistrict,2510129.74,59565.31,2450564.43,61.8,38.2,23.6,,R,R,1165958.97,56305.59,1109653.38,,32.6,-32.6,,D,R,1527943.25,463311.27,1064631.98,58.5,37.7,20.8,,R,GOP,4192869.2,2411689.43,1781179.77,52.9,47.1,5.8,0,R,8,91.1,3.6,1.6,2.6,0.1,0.9,49.2,49,79724,46.4,10.28,15.7,6.24,Dense suburban
MO3,R,1383737.11,0,1383737.11,65.9,34.1,31.8,,R,R,801186.21,0,801186.21,,27.1,-27.1,,D,R,1012689.21,0,1012689.21,67.8,27.9,39.9,,R,GOP,1908794.82,26598,1882196.82,67.2,32.8,34.4,0,R,18,93.5,3.1,1.5,0.6,0.3,1.1,26.4,26.3,61929,68.9,39.02,25.94,13.03,Rural-suburban mix
MO4,R,1413389.77,884954.15,528435.62,63,37,26,,R,R,707937.36,12654.46,695282.9,,26.4,-26.4,,D,R,920084.78,216347.44,703737.34,67.8,27.8,40,,R,GOP,1305198.64,453281,851917.64,67.2,32.8,34.4,0,R,17,90,4.6,2.4,0.8,0.4,1.8,23.9,23.8,48065,68.5,35.95,24.83,14.6,Pure rural
MO5,D,371561.53,1192153.18,-820591.65,37.9,62.1,-24.2,,D,D,142593.33,1015923.41,-873330.08,,51.6,-51.6,,D,D,123800.91,793180.46,-669379.55,38.2,58.8,-20.6,,D,DEM,73780,111565,-37785,38.4,61.6,-23.2,0,D,-7,70.7,21,4.9,1.4,0.4,1.6,28.2,32.5,48693,47.6,-13.48,-19.54,-25.23,Dense suburban
MO6,R,1132802.98,64992,1067810.98,66.7,33.3,33.4,,R,R,1124266.27,52587.25,1071679.02,,29.5,-29.5,,D,R,1465582.25,0,1465582.25,68,28.4,39.6,,R,GOP,1507974.98,42768,1465206.98,68,32,36,0,R,16,91,3.8,2.7,0.9,0.3,1.3,28.6,29,58532,64.5,31.44,22.13,12.19,Rural-suburban mix
MO7,R,639660.24,46658,593002.24,67.4,32.6,34.8,,R,R,952886.74,110969.41,841917.33,,28.8,-28.8,,D,R,1645602.29,20964.32,1624637.97,67.5,27.4,40.1,,R,GOP,1151326.89,56973,1094353.89,70,30,40,0,R,23,92.5,1.7,2.4,0.9,0.9,1.7,23.2,23.8,44619,70.5,45.68,37.21,27.77,Rural-suburban mix
MO8,R,1438836.25,20787.9,1418048.35,74.6,25.4,49.2,,R,R,1589517.38,181809.64,1407707.74,,24.3,-24.3,,D,R,0,0,0,74.4,22.7,51.7,,R,GOP,1294223.08,183952,1110271.08,75,25,50,0,R,24,92.6,4.3,1.2,0.2,0.5,1.2,15,15.3,40639,78.4,54.39,33.89,21.64,Pure rural
MTAL,Open Post-Redistrict,2067249.6,993983.88,1073265.72,55.5,44.5,11,,R,Open-Used to be GOP,4670320.67,1703086.35,2967234.32,,40.4,-40.4,,D,R,6104230.48,3239374.6,2864855.88,56.2,40.5,15.7,,R,GOP,5257287.19,4386708.93,870578.26,54,46,8,1,R,11,89.5,0.4,2.6,0.6,5.4,1.7,31,31.9,50027,60.9,20.53,13.66,2.38,Pure rural
NE1,R,381321.91,28743,352578.91,68.3,31.7,36.6,,R,R,396337.36,44690,351647.36,,31.2,-31.2,,D,R,375031.73,0,375031.73,69.5,30.5,39,,R,GOP,590612,75054,515558,60.5,39.5,21,0,R,11,89.7,2.5,4.2,1.5,0.9,1.2,32.5,33.9,58537,59.3,21.23,16.67,10.1,Rural-suburban mix
NE2,R,2034074.3,760842.13,1273232.17,50.8,49.2,1.6,,R,R,4217485.22,2673592.32,1543892.9,,49,-49,,D,R,6301323.03,5977525.05,323797.98,48.9,47.7,1.2,,R,GOP,4484180.41,2893811.34,1590369.07,51.6,48.4,3.2,0,R,4,82.4,9.1,5.1,1.5,0.4,1.4,39.2,43.7,62621,46.4,2.25,7.09,-1.17,Dense suburban
NE3,R,705515.2,35860,669655.2,74.2,25.8,48.4,,R,R,877939.64,63507.57,814432.07,,24.6,-24.6,,D,R,0,0,0,100,0,100,,R,GOP,1584933,72464,1512469,76.7,23.3,53.4,0,R,27,91.2,0.8,6,0.5,0.6,0.9,22.2,23.9,50985,69.4,54.87,42.41,35.89,Pure rural
NV1,D,183955.36,1220988.66,-1037033.3,33.2,66.8,-33.6,,D,D,168068.06,1012672.32,-844604.26,,56.8,-56.8,,D,D,30999.3,848639.5,-817640.2,28.8,61.9,-33.1,,D,DEM,0,722499.13,-722499.13,33.8,66.2,-32.4,0,D,-15,48,12.5,27.3,9.1,0.5,2.5,15.2,19.6,38000,38.5,-29,-33.24,-31.46,Urban-suburban mix
NV2,Open Post-Redistrict,1142926.55,0,1142926.55,61.4,38.6,22.8,,R,R,698200.81,17675,680525.81,,27.9,-27.9,,D,R,920531.45,212492.63,708038.82,58.3,36.9,21.4,,R,GOP,1128015.44,163261.77,964753.67,58.2,41.8,16.4,0,R,7,77.3,1.9,13,3.8,2.1,1.9,25.5,28.9,58214,54.9,12.37,8.06,-1.2,Rural-suburban mix
NV3,Open Post-Redistrict,5298915.27,4252714.82,1046200.45,54,46,8,,R,R,3297321.52,1247500.84,2049820.68,,36.1,-36.1,,D,Open-Used to be GOP,9782939.09,8655733.88,1127205.21,46,47.2,-1.2,,D,DEM,6992099.77,11253861.14,-4261761.37,48.1,51.9,-3.8,1,D,2,64.3,6.7,13.1,12.4,0.4,3,31.5,32.9,68396,43.1,1,-0.8,-8.95,Urban-suburban mix
NV4,Open Post-Redistrict,3559176.71,2805700.95,753475.76,45.7,54.3,-8.6,,D,D,1456390.9,2543568.85,-1087177.95,,45.8,-45.8,,D,R,7932989.23,7029375.73,903613.5,44.5,48.5,-4,,D,DEM,3752072.62,11078195.93,-7326123.31,48,52,-4,1,D,-3,56.9,15.3,18.1,5.9,0.9,2.9,20.4,24.6,55712,42.8,-4.94,-10.71,-14.97,Urban-suburban mix
NH1,R,4486106.46,4035998.75,450107.71,48,52,-4,,D,D,6720170.04,4890136.56,1830033.48,,48.1,-48.1,,D,R,2796394.37,1626594.36,1169800.01,44.4,45.8,-1.4,,D,DEM,1223216.66,3293000.22,-2069783.56,46.5,53.5,-7,1,D,2,94.4,0.9,2.2,1.3,0.1,1.1,37.2,37.4,71277,59,1.59,-1.61,-6.4,Rural-suburban mix
NH2,R,3911969.92,6278639.36,-2366669.44,47.5,52.5,-5,,D,D,3519713.72,8455405.18,-4935691.46,,54.9,-54.9,,D,D,104872.73,2203514.77,-2098642.04,45.4,49.8,-4.4,,D,DEM,431083.03,3276925.67,-2845842.64,44.4,55.6,-11.2,0,D,-2,94.4,0.9,2.2,1.3,0.2,1.1,35.9,35.6,70524,60.7,-2.4,-9.65,-12.9,Pure rural
NJ1,D,12339,1449946.64,-1437607.64,30.5,69.5,-39,,D,Open-Used to be Dem,109504.77,2892480.77,-2782976,,57.4,-57.4,,D,D,209797.03,2358006.4,-2148209.37,36.8,60,-23.2,,D,DEM,12986,1464856,-1451870,35.7,64.3,-28.6,0,D,-13,69.6,16.3,9.1,3.8,0.1,1.2,30.4,33.4,68208,46.3,-24.46,-31.23,-30.47,Dense suburban
NJ2,R,1336918.44,47592.62,1289325.82,58.9,41.1,17.8,,R,R,2585546.83,761335.94,1824210.89,,37.3,-37.3,,D,R,1659015.72,127591.76,1531423.96,59.2,37.2,22,,R,DEM,296521,3113268.93,-2816747.93,47.7,52.3,-4.6,1,D,1,73.4,12.1,9.9,3,0.2,1.3,25.8,30.3,60756,51.1,4.62,-8.16,-7.63,Rural-suburban mix
NJ3,R,2718309.25,1068135.22,1650174.03,54.5,45.5,9,,R,Open-Used to be GOP,7198174.47,3409005.28,3789169.19,,44.4,-44.4,,D,R,1918372.99,0,1918372.99,59.3,38.9,20.4,,R,DEM,9227455.57,13898376.24,-4670920.67,50.1,49.9,0.2,0,R,2,80.2,9.9,5.4,2.8,0.1,1.6,33.9,34.2,74537,52.7,6.19,-4.58,-3.45,Sparse suburban
NJ4,R,626731.75,85984.68,540747.07,64.4,35.6,28.8,,R,R,460990.25,8037.51,452952.74,,31.1,-31.1,,D,R,674882.49,160214.3,514668.19,63.7,33.5,30.2,,R,GOP,1546670.11,1800249,-253578.89,57,43,14,0,R,8,83.6,6.2,5.9,3.4,0,0.9,39.6,42.1,78511,48.4,14.77,9.57,8.35,Sparse suburban
NJ5,R,1114532.9,51444.28,1063088.62,56.3,43.7,12.6,,R,R,2246759.46,1256530.41,990229.05,,43.3,-43.3,,D,R,4726851.81,10928200.11,-6201348.3,46.7,51.1,-4.4,,D,DEM,941265.76,3865471.45,-2924205.69,44.8,55.2,-10.4,0,D,3,76.7,4.7,10.2,7.5,0.1,0.7,47.7,48.1,100219,39.7,1.12,3.01,2.03,Dense suburban
NJ6,D,538477.51,1593292.08,-1054814.57,35.8,64.2,-28.4,,D,D,161743.78,5293374.4,-5131630.62,,59.9,-59.9,,D,D,75669.78,1879868.25,-1804198.47,34.9,63.7,-28.8,,D,DEM,39952,1663449,-1623497,36.7,63.3,-26.6,0,D,-9,60.1,10.4,14.4,14,0.1,0.9,38.9,37.3,79229,37.6,-15.6,-24.04,-17.95,Dense suburban
NJ7,R,1334015.1,954469.61,379545.49,58.8,41.2,17.6,,R,R,1031919.89,116468.28,915451.61,,38.8,-38.8,,D,R,1291875.07,305973.52,985901.55,54.1,43.1,11,,R,DEM,7948753,11127890.61,-3179137.61,48.5,51.5,-3,0,D,3,79.2,4.7,8.1,7.2,0,0.8,51.3,53.1,106896,37.1,-1.12,6.14,4.39,Sparse suburban
NJ8,D,0,660823.72,-660823.72,19.5,80.5,-61,,D,D,0,581949.99,-581949.99,,77.4,-77.4,,D,D,0,582646.82,-582646.82,18.5,77,-58.5,,D,DEM,5464,560419,-554955,22.1,77.9,-55.8,0,D,-27,35,10.6,46.5,6.5,0.2,1.1,33.1,50.9,57391,16.9,-54.19,-57.5,-47.16,Pure urban
NJ9,D,1247570.26,3506160.12,-2258589.86,25.3,74.7,-49.4,,D,D,9864,1161114.28,-1151250.28,,68.5,-68.5,,D,D,99778.6,1370693.18,-1270914.58,28,69.7,-41.7,,D,DEM,0,1358462,-1358462,30,70,-40,0,D,-16,48.2,11,29.3,10.4,0.2,1,33.6,41,64964,28.3,-31.17,-37.57,-28.77,Pure urban
NJ10,D,0,582654.02,-582654.02,10.8,89.2,-78.4,,D,D,0,552332.25,-552332.25,,85.4,-85.4,,D,D,0,494593.99,-494593.99,11.9,85.7,-73.8,,D,DEM,0,553190,-553190,12.6,87.4,-74.8,0,D,-36,23.8,54.3,15,5.5,0.1,1.2,28.3,48.5,50100,12.1,-72.41,-76.39,-70.34,Pure urban
NJ11,R,1184498.09,99056.28,1085441.81,59.5,40.5,19,,R,R,1442972.54,173617.22,1269355.32,,37.4,-37.4,,D,R,1672002.44,0,1672002.44,58,38.9,19.1,,R,DEM,1962721.15,12891261.82,-10928540.67,43.8,56.2,-12.4,1,D,3,80.1,3.6,7.8,7.5,0.1,0.9,54.4,55,108260,36,0.88,5.78,5.12,Sparse suburban
NJ12,D,129280.97,1511879.77,-1382598.8,29.9,70.1,-40.2,,D,D,224919.72,1388756.82,-1163837.1,,61,-61,,D,D,0,1030812.46,-1030812.46,32,62.9,-30.9,,D,DEM,23508,798475,-774967,31.5,68.5,-37,0,D,-16,58.3,18.4,10.3,11.9,0.1,1,45.5,49.1,85744,29.6,-33.24,-34.07,-32.41,Dense suburban
NM1,Open Post-Redistrict,579029.86,1827999,-1248969.14,40.8,59.2,-18.4,,D,D,342709.52,1509600.3,-1166890.78,,58.6,-58.6,,D,D,0,2038669.08,-2038669.08,34.9,65.1,-30.2,,D,DEM,336847.28,2393676.96,-2056829.68,41,59,-18,1,D,-7,48.3,2.5,41.9,1.9,3.9,1.5,32.9,46.6,49570,25.6,-16.52,-15.65,-20.71,Dense suburban
NM2,R,1127941.36,85614.93,1042326.43,59.1,40.9,18.2,,R,R,2289230.08,1530851.35,758378.73,,35.5,-35.5,,D,R,975999.4,409639.54,566359.86,62.7,37.2,25.5,,R,DEM,4844010.37,8955677.63,-4111667.26,49.3,50.7,-1.4,1,D,6,46.1,1.8,45.2,0.6,5.3,1,21,30.5,41797,31.9,10.19,6.83,1.76,Rural-suburban mix
NM3,D,94922.36,845161.97,-750239.61,36.9,63.1,-26.2,,D,D,110501.41,1045767.5,-935266.09,,61.5,-61.5,,D,D,98904.39,1876470.93,-1777566.54,37.6,62.4,-24.8,,D,DEM,0,2258632.26,-2258632.26,36.7,63.3,-26.6,0,D,-8,43.7,1.4,35.9,0.9,16.9,1.2,27.2,42.7,49210,24.9,-15.16,-18.85,-23.71,Pure rural
NY1,D,5262758.39,4191594.92,1071163.47,47.5,52.5,-5,,D,D,5437178.15,6490303.66,-1053125.51,,45.5,-45.5,,D,R,5128424.31,4796373.82,332050.49,58.9,41,17.9,,R,GOP,5260405.37,5982417.68,-722012.31,53.6,46.4,7.2,0,R,5,82.9,4.5,8.8,2.8,0.2,0.8,34.1,36.2,90435,52.8,12.29,-0.54,-3.72,Sparse suburban
NY2,R,1233090.24,11115.25,1221974.99,58.6,41.4,17.2,,R,R,811981.63,12826.31,799155.32,,30,-30,,D,R,1310748.13,385984.18,924763.95,62.4,37.5,24.9,,R,GOP,3113531,1866049,1247482,53.3,46.7,6.6,0,R,3,72.5,9.2,14.6,2.6,0.1,1,31.2,35.4,93362,46.7,9.01,-4.41,-3.37,Dense suburban
NY3,D,305299.13,3174070.67,-2868771.54,41.8,58.2,-16.4,,D,D,180405.1,3520369.61,-3339964.51,,54.8,-54.8,,D,Open-Used to be Dem,1925013.2,2674272.78,-749259.58,47.2,52.8,-5.6,,D,DEM,453210,1447272.97,-994062.97,41.6,58.4,-16.8,0,D,-1,76.8,2.9,7.3,12.1,0.1,0.8,51.6,53.3,111504,35.8,-6.18,-2.56,-7.88,Dense suburban
NY4,D,157295.56,1860630.67,-1703335.11,34.3,65.7,-31.4,,D,Open-Used to be Dem,1740084.77,3513127.91,-1773043.14,,52.8,-52.8,,D,D,445990.22,1662475.22,-1216485,40.4,59.5,-19.1,,D,DEM,0,1526653,-1526653,39,61,-22,0,D,-4,66.6,14.4,12.4,5.6,0.1,0.9,42.5,48.9,100178,33.9,-9.61,-13.55,-11.4,Urban-suburban mix
NY5,D,16352.34,724664.51,-708312.17,9.6,90.4,-80.8,,D,D,0,1021960.53,-1021960.53,,94.9,-94.9,,D,D,44037.93,1031865.64,-987827.71,13,85.4,-72.4,,D,DEM,0,939735,-939735,0,100,-100,0,D,-37,14.3,53.2,16.3,13.9,0.4,1.8,25.5,36.9,66529,8.4,-73.03,-81.49,-72.54,Pure urban
NY6,D,180571.68,1788012.14,-1607440.46,31.3,68.7,-37.4,,D,D,0,0,0,,98.9,-98.9,,D,D,0,829336.66,-829336.66,26.7,72.1,-45.4,,D,DEM,0,1378881,-1378881,9.2,90.8,-81.6,0,D,-16,44.5,4.4,17.9,31.7,0.2,1.4,35.9,43.1,61956,25.2,-33.04,-36.77,-27.7,Pure urban
NY7,D,0,0,0,0,100,-100,,D,D,22204.52,715659.46,-693454.94,,88.7,-88.7,,D,D,2,988067.8,-988065.8,9.2,90.7,-81.5,,D,DEM,0,848305.43,-848305.43,6.6,93.4,-86.8,0,D,-38,35.4,9.9,37.2,16.1,0.2,1.3,33.7,62.4,55207,13.2,-76.52,-78.01,-69.44,Pure urban
NY8,Open Post-Redistrict,0,1361036.78,-1361036.78,8.8,91.2,-82.4,,D,D,0,0,0,,92,-92,,D,D,0,0,0,0,93.2,-93.2,,D,DEM,0,1383358,-1383358,5.9,94.1,-88.2,0,D,-36,26.9,52.5,15,4.3,0.2,1.2,33.7,54.9,51634,12.1,-71.13,-79.11,-72.4,Pure urban
NY9,D,0,771479.97,-771479.97,11.5,88.5,-77,,D,D,0,0,0,,89.3,-89.3,,D,D,0,0,0,0,92.3,-92.3,,D,DEM,3609,1072210.13,-1068601.13,10.7,89.3,-78.6,0,D,-34,35.2,47.7,9.8,5.8,0.2,1.2,37.5,62,54895,13.3,-69.04,-71.44,-68.67,Pure urban
NY10,D,0,1471936.4,-1471936.4,19.2,80.8,-61.6,,D,D,0,0,0,,87.4,-87.4,,D,D,68903.04,1249189.56,-1180286.52,21.9,78,-56.1,,D,DEM,78681,1477055.86,-1398374.86,18.8,81.2,-62.4,0,D,-26,69,4.2,10.7,14.7,0.2,1.3,60.3,71.1,85756,19.8,-59.53,-48.62,-52.23,Pure urban
NY11,R,2357752.94,917407.8,1440345.14,52.7,47.3,5.4,,R,R,2160191.78,6066690.52,-3906498.74,,42.1,-42.1,,D,R,1812793.33,31961.94,1780831.39,61.5,36.7,24.8,,R,DEM,3706698.31,4996521.78,-1289823.47,47.2,52.8,-5.6,0,D,3,68.1,6.7,12.9,11.2,0.1,1,34.4,37.8,71072,42.3,9.83,-4.27,2.62,Pure urban
NY12,D,111894.42,1862564.55,-1750670.13,19.4,80.6,-61.2,,D,D,83761.93,1457836.38,-1374074.45,,79.9,-79.9,,D,D,0,1709742.28,-1709742.28,16.8,83.1,-66.3,,D,DEM,33258,2347730,-2314472,13.8,86.2,-72.4,0,D,-31,71.1,4.6,11.9,10.5,0.1,1.7,72.2,80.3,100281,14,-69.8,-55.42,-61.28,Pure urban
NY13,D,0,1553263.27,-1553263.27,6.5,93.5,-87,,D,D,0,0,0,,87.3,-87.3,,D,Open-Used to be Dem,0,792943.85,-792943.85,6.9,88.6,-81.7,,D,DEM,5826,571543,-565717,5.4,94.6,-89.2,0,D,-43,17.4,29.4,47.5,4,0.2,1.6,31,71.7,41103,4.9,-86.85,-90.08,-87.18,Pure urban
NY14,D,0,2722991.15,-2722991.15,15.3,84.7,-69.4,,D,D,0,0,0,,88,-88,,D,D,96104.15,3135513.46,-3039409.31,17.1,82.8,-65.7,,D,DEM,646803.11,1565822,-919018.89,22,78,-56,1,D,-29,31.8,12.4,39.9,14.6,0.2,1.1,25.6,39.5,53512,19.1,-57.89,-62.4,-52.83,Pure urban
NY15,D,0,209532.08,-209532.08,2.8,97.2,-94.4,,D,D,0,0,0,,97.1,-97.1,,D,D,0,276835.84,-276835.84,3.5,95.2,-91.7,,D,DEM,0,231921,-231921,4,96,-92,0,D,-44,3.5,31.7,61.9,1.8,0.3,0.7,12.4,27.7,29234,2.5,-88.87,-93.75,-89.36,Pure urban
NY16,D,989,1182936.79,-1181947.79,23.1,76.9,-53.8,,D,D,0,0,0,,99.3,-99.3,,D,D,0,0,0,0,94.4,-94.4,,D,DEM,0,1985058,-1985058,0,100,-100,0,D,-24,43.1,31.2,20,4.4,0.2,1,40.6,57.5,69086,18.2,-52.65,-48.16,-46.52,Pure urban
NY17,D,1288422.19,2496717.21,-1208295.02,34.9,65.1,-30.2,,D,D,219677.83,2332667.05,-2112989.22,,56.4,-56.4,,D,D,0,0,0,0,99.1,-99.1,,D,DEM,0,1299380,-1299380,12.1,87.9,-75.8,0,D,-7,69.8,10.3,13.4,5.2,0.1,1.1,44.5,52.2,94451,33.3,-20.14,-15.23,-16.82,Sparse suburban
NY18,R,6826393.05,3986934.2,2839458.85,48.1,51.9,-3.8,,D,D,4614805.96,6345891.91,-1731085.95,,49.7,-49.7,,D,D,224130.92,1974901.69,-1750770.77,44.4,55.6,-11.2,,D,DEM,269967,4324484,-4054517,44.9,55.1,-10.2,0,D,1,75.5,8.7,11.9,2.4,0.2,1.3,35.7,39.1,80493,45.8,1.92,-4.29,-5.22,Rural-suburban mix
NY19,R,4399491.97,3655629.41,743862.56,52.8,47.2,5.6,,R,R,4744980.86,6377703.1,-1632722.24,,35.5,-35.5,,D,Open-Used to be GOP,9221328.3,8478298.19,743030.11,54.2,45.7,8.5,,R,DEM,10988598.69,15871724.94,-4883126.25,49.8,50.2,-0.4,0,D,2,88.8,3.8,5,1.1,0.1,1.2,29.2,30.1,59619,62,6.81,-6.26,-7.67,Pure rural
NY20,D,248450.2,820271.02,-571820.82,31.6,68.4,-36.8,,D,D,152501.93,871957.45,-719455.52,,61.2,-61.2,,D,D,0,1020207.57,-1020207.57,32.1,67.9,-35.8,,D,DEM,0,1193304,-1193304,33.9,66.1,-32.2,0,D,-7,82.9,8.2,4.6,2.7,0.1,1.4,38.7,41.1,64226,48.7,-13.48,-20.39,-18.47,Sparse suburban
NY21,D,5129794.1,3140781.12,1989012.98,49,51,-2,,D,D,3147664.09,2072770.46,1074893.63,,33.8,-33.8,,D,R,3241870.99,1235857.75,2006013.24,65.3,30.1,35.2,,R,GOP,2897204,1492995.22,1404208.78,58.2,41.8,16.4,0,R,4,91.9,3.1,2.7,0.6,0.8,1,23.2,23.6,52350,70.1,13.86,-6.18,-4.93,Pure rural
